Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxQHAAZ,001f400000LvhieAAB,2015-08-31,2019-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,2197,003f400000KvxQHAAZ,001f400000LvhieAAB,2015-08-31,2019-05-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,a02f4000006n75jAAA,,,1074
Perfect Match,003f400000KvxKUAAZ,001f400000LvhPGAAZ,2019-06-03,2019-06-03,2016-04-13,Graduated,Bachelor's,NSC,BA,COMMUNICATION,2940,003f400000KvxKUAAZ,001f400000LvhPGAAZ,2019-06-03,2019-06-03,2016-04-13,Graduated,Bachelor's,NSC,BA,COMMUNICATION,a02f400000KZCHjAAP,,,2952
Perfect Match,003f400000KvxKUAAZ,001f400000LvhPGAAZ,2016-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,2939,003f400000KvxKUAAZ,001f400000LvhPGAAZ,2016-09-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n72eAAA,,,950
Perfect Match,003f400000KvxKUAAZ,001f400000LvhyZAAR,2013-08-19,2014-12-19,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,2937,003f400000KvxKUAAZ,001f400000LvhyZAAR,2013-08-19,2014-12-19,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n72fAAA,,,951
Attending but DB had T/W,003f400000KvxKUAAZ,001f400000Lvi07AAB,2015-01-22,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2941,003f400000KvxKUAAZ,001f400000Lvi07AAB,2015-01-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n72hAAA,,,953
Attending but DB had T/W,003f400000KvxKUAAZ,001f400000LvhyZAAR,2016-01-20,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2938,003f400000KvxKUAAZ,001f400000LvhyZAAR,2016-01-20,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n72gAAA,,,952
Perfect Match w Start +/- 60 days off,003f40000169hwdAAA,001f400000Lvi0MAAR,2019-08-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,305,003f40000169hwdAAA,001f400000Lvi0MAAR,2019-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGZ2AAN,,,3146
Perfect Match,003f400000KvxURAAZ,001f400000LvhyZAAR,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1669,003f400000KvxURAAZ,001f400000LvhyZAAR,2018-01-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli01AAB,,,2069
Attending but DB had T/W,003f400000KvxURAAZ,001f400000Lvi0MAAR,2017-06-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1671,003f400000KvxURAAZ,001f400000Lvi0MAAR,2017-06-12,2017-07-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n78JAAQ,,,1181
Attending but DB had T/W,003f400000KvxURAAZ,001f400000LvhPnAAJ,2016-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,1670,003f400000KvxURAAZ,001f400000LvhPnAAJ,2016-08-22,2017-12-15,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n78IAAQ,,,1180
Perfect Match,003f400000TlTRXAA3,001f400000LvhPPAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,650,003f400000TlTRXAA3,001f400000LvhPPAAZ,2018-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli2cAAB,,,2228
(NSC only) New attending enrollment,003f400000TlTRXAA3,001f400000LvhyZAAR,2020-01-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,649
Perfect Match,003f400000TlTKgAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,1104,003f400000TlTKgAAN,001f400000LvhP6AAJ,2018-09-13,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000EtzspAAB,,,2737
Perfect Match,003f400000KvxI1AAJ,001f400000LvhgMAAR,2019-01-10,,2016-04-13,Attending,Bachelor's,NSC,,,3402,003f400000KvxI1AAJ,001f400000LvhgMAAR,2019-01-10,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000G1i5YAAR,,,2773
Perfect Match,003f400000KvxI1AAJ,001f400000Lvhz1AAB,2014-04-07,2014-04-10,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,3401,003f400000KvxI1AAJ,001f400000Lvhz1AAB,2014-04-07,2014-04-10,2016-04-13,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7CKAAY,,,1357
Perfect Match,003f400000KvxI1AAJ,001f400000LvhP6AAJ,2012-09-10,2016-06-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,EARTH SCIENCES,3400,003f400000KvxI1AAJ,001f400000LvhP6AAJ,2012-09-10,2016-06-11,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,EARTH SCIENCES,a02f4000006n7CJAAY,,,1356
Perfect Match,003f400000KvxQPAAZ,001f400000LvhyrAAB,2017-09-25,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2170,003f400000KvxQPAAZ,001f400000LvhyrAAB,2017-09-25,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7BpAAI,,,1330
Attending but DB had T/W,003f400000KvxQPAAZ,001f400000LvhyxAAB,2017-01-30,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2169,003f400000KvxQPAAZ,001f400000LvhyxAAB,2017-01-30,2017-05-26,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7BnAAI,,,1328
Attending but DB had T/W,003f400000KvxQPAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,2168,003f400000KvxQPAAZ,001f400000LvhQYAAZ,2015-08-20,2016-12-12,2018-11-28,Transferred out,Bachelor's,Coordinator Verified,,,a02f4000006n7BoAAI,,,1329
Perfect Match,003f400000TlTL2AAN,001f400000Lvhz1AAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1055,003f400000TlTL2AAN,001f400000Lvhz1AAB,2018-09-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Blhx8AAB,,,1907
Attending but DB had T/W,003f400000KvxSPAAZ,001f400000LvhQYAAZ,2016-08-24,,2016-04-13,Attending,Bachelor's,NSC,,,1892,003f400000KvxSPAAZ,001f400000LvhQYAAZ,2016-08-24,2016-12-12,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6s2AAA,,,514
Attending but DB had T/W,003f400000KvxSPAAZ,001f400000LvhQYAAZ,2015-08-20,,2016-04-13,Attending,Bachelor's,NSC,,,1891,003f400000KvxSPAAZ,001f400000LvhQYAAZ,2015-08-20,2015-12-08,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6s1AAA,,,513
Perfect Match,003f400000KvxKPAAZ,001f400000LvhQXAAZ,2013-08-20,2017-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,2967,003f400000KvxKPAAZ,001f400000LvhQXAAZ,2013-08-20,2017-05-18,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,a02f4000006n7B1AAI,,,1302
Perfect Match,003f400000KvxYTAAZ,001f400000LvhPMAAZ,2017-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,1208,003f400000KvxYTAAZ,001f400000LvhPMAAZ,2017-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7MBAAY,,,1723
Perfect Match,003f400000xFjytAAC,001f400000LvhKOAAZ,2019-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,578,003f400000xFjytAAC,001f400000LvhKOAAZ,2019-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCI9AAP,,,2978
Perfect Match,003f400000xFjytAAC,001f400000LvhKOAAZ,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,577,003f400000xFjytAAC,001f400000LvhKOAAZ,2018-05-29,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000EtAISAA3,,,2710
Perfect Match,003f400000xFjytAAC,001f400000LvhzlAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,576,003f400000xFjytAAC,001f400000LvhzlAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000EtAITAA3,,,2711
Perfect Match,003f400000KvxZ7AAJ,001f400000LvhPJAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,1170,003f400000KvxZ7AAJ,001f400000LvhPJAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6npAAA,,,379
Perfect Match,003f400000KvxPvAAJ,001f400000LvhPKAAZ,2015-08-31,,2016-04-13,Attending,Bachelor's,NSC,,,2264,003f400000KvxPvAAJ,001f400000LvhPKAAZ,2015-08-31,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n7IxAAI,,,1638
Perfect Match,003f400000TlTOrAAN,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,876,003f400000TlTOrAAN,001f400000Lvhz1AAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGY9AAN,,,3091
Perfect Match,003f400000TlTOrAAN,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,875,003f400000TlTOrAAN,001f400000LvhQYAAZ,2018-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Bli4GAAR,,,2328
Perfect Match,003f40000169hqeAAA,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,549,003f40000169hqeAAA,001f400000LvhQYAAZ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGZXAA3,,,3177
Perfect Match,003f40000169hwFAAQ,001f400000LvhQ3AAJ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,301,003f40000169hwFAAQ,001f400000LvhQ3AAJ,2019-08-21,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdUAAV,,,3422
Perfect Match,003f400000KvxLcAAJ,001f400000Lvi07AAB,2014-08-18,2015-06-01,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,2885,003f400000KvxLcAAJ,001f400000Lvi07AAB,2014-08-18,2015-06-01,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7EJAAY,,,1443
Attending but DB had T/W,003f400000KvxLcAAJ,001f400000LvhyZAAR,2017-08-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2884,003f400000KvxLcAAJ,001f400000LvhyZAAR,2017-08-16,2018-07-19,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7EIAAY,,,1442
Perfect Match,003f40000169hvIAAQ,001f400000LvhpQAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,355,003f40000169hvIAAQ,001f400000LvhpQAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGiYAAV,,,3736
Perfect Match,003f40000169i2YAAQ,001f400000LviEQAAZ,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,21,003f40000169i2YAAQ,001f400000LviEQAAZ,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGiGAAV,,,3718
Attending but DB had T/W,003f400000Kvxg9AAB,001f400000LvhQBAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,3685,003f400000Kvxg9AAB,001f400000LvhQBAAZ,2017-08-28,2018-05-03,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,a02f4000006n6mKAAQ,,,305
Perfect Match,003f400000KvxeuAAB,001f400000Lvi0MAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3806,003f400000KvxeuAAB,001f400000Lvi0MAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGbXAAV,,,3301
Perfect Match,003f400000KvxeuAAB,001f400000Lvi0MAAR,2018-01-17,2018-01-25,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3805,003f400000KvxeuAAB,001f400000Lvi0MAAR,2018-01-17,2018-01-25,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000KbGbYAAV,,,3302
Perfect Match,003f400000KvxTxAAJ,001f400000LvhPPAAZ,2016-09-19,,2016-04-13,Attending,Bachelor's,NSC,,,1759,003f400000KvxTxAAJ,001f400000LvhPPAAZ,2016-09-19,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6iHAAQ,,,128
Perfect Match,003f400000KvxTxAAJ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1758,003f400000KvxTxAAJ,001f400000Lvhz1AAB,2019-07-01,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGXzAAN,,,3081
Perfect Match,003f40000169hvUAAQ,001f400000LvhPQAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,332,003f40000169hvUAAQ,001f400000LvhPQAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGhuAAF,,,3696
Perfect Match,003f400000KvxSCAAZ,001f400000LvhP9AAJ,2015-08-24,2019-08-09,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,CRIMINAL JUSTICE,1941,003f400000KvxSCAAZ,001f400000LvhP9AAJ,2015-08-24,2019-08-09,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,CRIMINAL JUSTICE,a02f4000006n6xuAAA,,,752
Perfect Match,003f40000169hz5AAA,001f400000LvhKOAAZ,2019-08-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,183,003f40000169hz5AAA,001f400000LvhKOAAZ,2019-08-24,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGgSAAV,,,3606
Perfect Match,003f400000KvxXSAAZ,001f400000LvhP9AAJ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,1324,003f400000KvxXSAAZ,001f400000LvhP9AAJ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6mXAAQ,,,318
(NSC only) New attending enrollment,003f40000169ht8AAA,001f400001M1bWQAAZ,2019-10-28,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,408
Perfect Match w Start +/- 60 days off,003f40000169i07AAA,001f400000LvhPPAAZ,2019-09-23,,2016-04-13,Attending,Bachelor's,NSC,,,121,003f40000169i07AAA,001f400000LvhPPAAZ,2019-09-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdJAAV,,,3411
Perfect Match,003f400000KvxYbAAJ,001f400000LvhPMAAZ,2017-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,1270,003f400000KvxYbAAJ,001f400000LvhPMAAZ,2017-09-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6wMAAQ,,,673
Attending but DB had T/W,003f400000KvxYbAAJ,001f400000LvhzxAAB,2017-08-19,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1271,003f400000KvxYbAAJ,001f400000LvhzxAAB,2017-08-19,2017-12-14,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6wNAAQ,,,674
Perfect Match,003f400000KvxTGAAZ,001f400000LvhPMAAZ,2016-09-21,2019-02-20,2016-04-13,Withdrew,Bachelor's,NSC,,,1808,003f400000KvxTGAAZ,001f400000LvhPMAAZ,2016-09-21,2019-02-20,2016-04-13,Withdrew,Bachelor's,NSC,,,a02f4000006n72SAAQ,,,940
Attending but DB had T/W,003f400000KvxTGAAZ,001f400000LvhzxAAB,2016-08-20,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1809,003f400000KvxTGAAZ,001f400000LvhzxAAB,2016-08-20,2017-05-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n72TAAQ,,,941
(NSC only) New attending enrollment,003f400000KvxTGAAZ,001f400000Lvhz1AAB,2020-01-06,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1810
Perfect Match,003f400000KvxSJAAZ,001f400000LvhyiAAB,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1913,003f400000KvxSJAAZ,001f400000LvhyiAAB,2019-08-26,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGdhAAF,,,3435
Perfect Match,003f400000KvxSJAAZ,001f400000LvhyiAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1912,003f400000KvxSJAAZ,001f400000LvhyiAAB,2018-08-27,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2eAAB,,,2230
Unexpected graduation (had different status),003f400000KvxSJAAZ,001f400000LvhPRAAZ,2015-09-24,2019-12-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY OF PUBLIC POLICY,1914,003f400000KvxSJAAZ,001f400000LvhPRAAZ,2015-09-24,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6mwAAA,,,339
Perfect Match,003f40000169i0PAAQ,001f400000LvhpMAAR,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,91,003f40000169i0PAAQ,001f400000LvhpMAAR,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Kbk7oAAB,,,3816
Perfect Match,003f400000TlTLhAAN,001f400000LvhQvAAJ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,1025,003f400000TlTLhAAN,001f400000LvhQvAAJ,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000BlhzqAAB,,,2058
Perfect Match,003f400000KvxPAAAZ,001f400000LvhpuAAB,2015-08-24,2019-05-19,2016-04-13,Graduated,Bachelor's,NSC,BA,SOCIOLOGY,2344,003f400000KvxPAAAZ,001f400000LvhpuAAB,2015-08-24,2019-05-19,2016-04-13,Graduated,Bachelor's,NSC,BA,SOCIOLOGY,a02f4000006n77IAAQ,,,1143
Attending but DB had T/W,003f400000KvxPAAAZ,001f400000Lvi0MAAR,2016-06-13,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2345,003f400000KvxPAAAZ,001f400000Lvi0MAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n77JAAQ,,,1144
Perfect Match,003f400000KvxfjAAB,001f400000LvhyxAAB,2019-06-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3752,003f400000KvxfjAAB,001f400000LvhyxAAB,2019-06-17,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KZCIuAAP,,,3023
Perfect Match,003f400000KvxfjAAB,001f400000LvhyxAAB,2018-06-18,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3751,003f400000KvxfjAAB,001f400000LvhyxAAB,2018-06-18,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BmFVeAAN,,,2663
Perfect Match,003f400000KvxfjAAB,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,3750,003f400000KvxfjAAB,001f400000LvhQYAAZ,2017-08-23,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n772AAA,,,1130
Perfect Match,003f400000TlTLAAA3,001f400000LvhsiAAB,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,1041,003f400000TlTLAAA3,001f400000LvhsiAAB,2018-08-27,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000Etj8YAAR,,,2735
(NSC only) New attending enrollment,003f400000TlTLAAA3,001f400000LvhyxAAB,2019-09-03,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1042
Perfect Match,003f400000KvxTHAAZ,001f400000Lvhz1AAB,2016-06-06,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,1806,003f400000KvxTHAAZ,001f400000Lvhz1AAB,2016-06-06,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7MeAAI,,,1742
Perfect Match,003f40000169i0iAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,104,003f40000169i0iAAA,001f400000LvhyrAAB,2019-09-23,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000KbGgcAAF,,,3616
Perfect Match,003f40000169i2jAAA,001f400000LvhpTAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,34,003f40000169i2jAAA,001f400000LvhpTAAR,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGdYAAV,,,3426
Perfect Match,003f40000169hucAAA,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,405,003f40000169hucAAA,001f400000LvhQBAAZ,2019-08-26,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGZmAAN,,,3192
Perfect Match,003f400000KvxQJAAZ,001f400000LvhQBAAZ,2015-09-02,2019-08-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,2189,003f400000KvxQJAAZ,001f400000LvhQBAAZ,2015-09-02,2019-08-10,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,a02f4000006n6hhAAA,,,103
Perfect Match,003f400000KvxQJAAZ,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2188,003f400000KvxQJAAZ,001f400000LvhyZAAR,2019-01-14,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000G1i7LAAR,,,2884
Perfect Match,003f400000KvxQJAAZ,001f400000LvhyZAAR,2018-06-11,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2187,003f400000KvxQJAAZ,001f400000LvhyZAAR,2018-06-11,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli90AAB,,,2615
Perfect Match,003f400000KvxfdAAB,001f400000LvhPKAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,3771,003f400000KvxfdAAB,001f400000LvhPKAAZ,2017-08-28,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6jUAAQ,,,184
Perfect Match,003f400000KvxfJAAR,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,3749,003f400000KvxfJAAR,001f400000LvhP6AAJ,2017-09-07,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n6l5AAA,,,253
Perfect Match,003f400000Kvxf7AAB,001f400000LvhQXAAZ,2017-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,3781,003f400000Kvxf7AAB,001f400000LvhQXAAZ,2017-08-22,,2016-04-13,Attending,Bachelor's,NSC,,,a02f4000006n74bAAA,,,1040
Perfect Match,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3229,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2018-08-15,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli6TAAR,,,2462
Perfect Match,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2013-08-19,2016-08-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3227,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2013-08-19,2016-08-19,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6hNAAQ,,,90
Attending but DB had T/W,003f400000KvxJ8AAJ,001f400000Lvi0MAAR,2017-08-16,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3230,003f400000KvxJ8AAJ,001f400000Lvi0MAAR,2017-08-16,2017-12-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6hMAAQ,,,89
Attending but DB had T/W,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2017-06-12,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3228,003f400000KvxJ8AAJ,001f400000LvhyZAAR,2017-06-12,2017-08-05,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n6hOAAQ,,,91
Attending but DB had T/W,003f400000KvxJQAAZ,001f400000Lvi07AAB,2016-08-17,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3147,003f400000KvxJQAAZ,001f400000Lvi07AAB,2016-08-17,2017-12-15,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7BWAAY,,,1317
Attending but DB had T/W,003f400000KvxJQAAZ,001f400000LvhyZAAR,2016-01-20,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,3146,003f400000KvxJQAAZ,001f400000LvhyZAAR,2016-01-20,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7BVAAY,,,1316
Perfect Match,003f400000KvxPXAAZ,001f400000LvhPMAAZ,2015-09-23,2019-06-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HUMAN DEVELOPMENT,2256,003f400000KvxPXAAZ,001f400000LvhPMAAZ,2015-09-23,2019-06-13,2016-04-13,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HUMAN DEVELOPMENT,a02f4000006n7OeAAI,,,1823
Attending but DB had T/W,003f400000KvxPXAAZ,001f400000LvhzxAAB,2015-08-22,,2016-04-13,Attending,Associate's or Certificate (TBD),NSC,,,2257,003f400000KvxPXAAZ,001f400000LvhzxAAB,2015-08-22,2015-12-17,2018-11-28,Transferred out,Associate's or Certificate (TBD),Coordinator Verified,,,a02f4000006n7OfAAI,,,1824
Perfect Match,003f40000169hw1AAA,001f400000Lvhp5AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,319,003f40000169hw1AAA,001f400000Lvhp5AAB,2019-09-25,,2016-04-13,Attending,Bachelor's,NSC,,,a02f400000KbGZPAA3,,,3169
Perfect Match,003f400000KvxHIAAZ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,3489,003f400000KvxHIAAZ,001f400000LvhyZAAR,2013-06-17,2013-08-10,2016-04-13,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7DWAAY,,,1404
